link_id,packet_count,traffic_size_mb
104-3,22100,1.4891471862792969
104-4,23916,1.6155738830566406
1040-1,23944,1.6175003051757812
1040-2,22146,1.4923439025878906
1040-3,21946,1.47845458984375
1040-4,22248,1.4994392395019531
1041-1,24110,1.6290512084960938
1041-2,21946,1.47845458984375
1041-3,21820,1.46966552734375
1041-4,22424,1.5116920471191406
1042-1,24192,1.6347885131835938
1042-2,21820,1.46966552734375
1042-3,21742,1.4642181396484375
1042-4,22516,1.5181083679199219
1043-1,24222,1.6368942260742188
1043-2,21742,1.4642181396484375
1043-3,21642,1.4572563171386719
1043-4,22582,1.5226974487304688
1044-1,24338,1.6449813842773438
1044-2,21642,1.4572563171386719
1044-3,22894,1.5444297790527344
1044-4,22714,1.5318984985351562
1045-1,24482,1.6549835205078125
1045-2,22894,1.5444297790527344
1045-3,22832,1.5401077270507812
1045-4,22896,1.5445518493652344
1046-1,24392,1.648712158203125
1046-2,22832,1.5401077270507812
1046-3,21656,1.4582252502441406
1046-4,22726,1.532745361328125
1047-1,24214,1.6363258361816406
1047-2,21656,1.4582252502441406
1047-3,21836,1.4707450866699219
1047-4,22574,1.5221519470214844
1048-1,24104,1.628662109375
1048-2,21836,1.4707450866699219
1048-3,21948,1.47857666015625
1048-4,22492,1.5164031982421875
1049-1,24028,1.623382568359375
1049-2,21948,1.47857666015625
1049-3,22024,1.4838447570800781
1049-4,22418,1.51129150390625
105-1,22120,1.4905738830566406
105-2,22100,1.4891471862792969
105-3,22256,1.4999732971191406
105-4,23710,1.6012725830078125
1050-1,23916,1.61553955078125
1050-2,22024,1.4838447570800781
1050-3,22132,1.4913864135742188
1050-4,22292,1.5025138854980469
1051-1,23752,1.6042022705078125
1051-2,22132,1.4913864135742188
1051-3,22294,1.5026016235351562
1051-4,22138,1.4918212890625
1052-1,23618,1.5948333740234375
1052-2,22294,1.5026016235351562
1052-3,22414,1.5110015869140625
1052-4,22026,1.4839897155761719
1053-1,23502,1.5867347717285156
1053-2,22414,1.5110015869140625
1053-3,22536,1.5194892883300781
1053-4,21924,1.4768943786621094
1054-1,23350,1.5761299133300781
1054-2,22536,1.5194892883300781
1054-3,22676,1.5292587280273438
1054-4,21762,1.4655990600585938
1055-1,23218,1.5669631958007812
1055-2,22676,1.5292587280273438
1055-3,22826,1.5396957397460938
1055-4,21598,1.454193115234375
1056-1,20186,1.3558921813964844
1056-2,22754,1.5346717834472656
1056-3,21908,1.4757804870605469
1056-4,22786,1.5368881225585938
1057-1,21514,1.4483451843261719
1057-2,22754,1.5346717834472656
1057-3,22614,1.5249366760253906
1057-4,23264,1.5701713562011719
1058-1,21656,1.4582366943359375
1058-2,22614,1.5249366760253906
1058-3,22430,1.5121269226074219
1058-4,23392,1.579071044921875
1059-1,21854,1.472015380859375
1059-2,22430,1.5121269226074219
1059-3,22308,1.5036277770996094
1059-4,23568,1.5913467407226562
106-1,22026,1.483978271484375
106-2,22256,1.4999732971191406
106-3,22360,1.5072479248046875
106-4,23598,1.5934295654296875
1060-1,21966,1.4798126220703125
1060-2,22308,1.5036277770996094
1060-3,22224,1.4977798461914062
1060-4,23650,1.5970382690429688
1061-1,22080,1.4877433776855469
1061-2,22224,1.4977798461914062
1061-3,22048,1.4855270385742188
1061-4,23748,1.6038665771484375
1062-1,22248,1.4994392395019531
1062-2,22048,1.4855270385742188
1062-3,21884,1.4741096496582031
1062-4,23908,1.6149940490722656
1063-1,22424,1.5116920471191406
1063-2,21884,1.4741096496582031
1063-3,21804,1.4685173034667969
1063-4,24116,1.6294746398925781
1064-1,22516,1.5181083679199219
1064-2,21804,1.4685173034667969
1064-3,21788,1.4674148559570312
1064-4,24174,1.6335411071777344
1065-1,22582,1.5226974487304688
1065-2,21788,1.4674148559570312
1065-3,21666,1.4589157104492188
1065-4,24262,1.639678955078125
1066-1,22714,1.5318984985351562
1066-2,21666,1.4589157104492188
1066-3,22818,1.5391616821289062
1066-4,24386,1.6483001708984375
1067-1,22896,1.5445518493652344
1067-2,22818,1.5391616821289062
1067-3,22868,1.5426139831542969
1067-4,24526,1.6580238342285156
1068-1,22726,1.532745361328125
1068-2,22868,1.5426139831542969
1068-3,21622,1.4558525085449219
1068-4,24388,1.6484222412109375
1069-1,22574,1.5221519470214844
1069-2,21622,1.4558525085449219
1069-3,21784,1.4671478271484375
1069-4,24202,1.6354789733886719
107-1,21924,1.4768943786621094
107-2,22360,1.5072479248046875
107-3,22420,1.51141357421875
107-4,23522,1.5881500244140625
1070-1,22492,1.5164031982421875
1070-2,21784,1.4671478271484375
1070-3,21900,1.4752235412597656
1070-4,24072,1.626434326171875
1071-1,22418,1.51129150390625
1071-2,21900,1.4752235412597656
1071-3,21936,1.4777069091796875
1071-4,24014,1.6224250793457031
1072-1,22292,1.5025138854980469
1072-2,21936,1.4777069091796875
1072-3,22064,1.4866523742675781
1072-4,23918,1.6156959533691406
1073-1,22138,1.4918212890625
1073-2,22064,1.4866523742675781
1073-3,22216,1.4972000122070312
1073-4,23714,1.6015625
1074-1,22026,1.4839897155761719
1074-2,22216,1.4972000122070312
1074-3,22340,1.5058670043945312
1074-4,23604,1.5938529968261719
1075-1,21924,1.4768943786621094
1075-2,22340,1.5058670043945312
1075-3,22420,1.5114250183105469
1075-4,23488,1.58575439453125
1076-1,21762,1.4655990600585938
1076-2,22420,1.5114250183105469
1076-3,22590,1.5232658386230469
1076-4,23362,1.5769882202148438
1077-1,21598,1.454193115234375
1077-2,22590,1.5232658386230469
1077-3,22786,1.5368881225585938
1077-4,23210,1.5664291381835938
1078-1,21908,1.4757804870605469
1078-2,22834,1.5402641296386719
1078-3,21788,1.4674263000488281
1078-4,22810,1.5385932922363281
1079-1,23264,1.5701713562011719
1079-2,22834,1.5402641296386719
1079-3,22690,1.5302391052246094
1079-4,23154,1.5625076293945312
108-1,21784,1.4671249389648438
108-2,22420,1.51141357421875
108-3,22600,1.5239677429199219
108-4,23386,1.5786590576171875
1080-1,23392,1.579071044921875
1080-2,22690,1.5302391052246094
1080-3,22508,1.5175628662109375
1080-4,23292,1.5721206665039062
1081-1,23568,1.5913467407226562
1081-2,22508,1.5175628662109375
1081-3,22402,1.5101890563964844
1081-4,23496,1.5863227844238281
1082-1,23650,1.5970382690429688
1082-2,22402,1.5101890563964844
1082-3,22342,1.506011962890625
1082-4,23584,1.5924491882324219
1083-1,23748,1.6038665771484375
1083-2,22342,1.506011962890625
1083-3,22142,1.4920883178710938
1083-4,23688,1.5996894836425781
1084-1,23908,1.6149940490722656
1084-2,22142,1.4920883178710938
1084-3,21934,1.4776191711425781
1084-4,23872,1.61248779296875
1085-1,24116,1.6294746398925781
1085-2,21934,1.4776191711425781
1085-3,21820,1.4696311950683594
1085-4,24094,1.6279487609863281
1086-1,24174,1.6335411071777344
1086-2,21820,1.4696311950683594
1086-3,21766,1.4658660888671875
1086-4,24180,1.6339645385742188
1087-1,24262,1.639678955078125
1087-2,21766,1.4658660888671875
1087-3,21644,1.4573783874511719
1087-4,24264,1.639801025390625
1088-1,24386,1.6483001708984375
1088-2,21644,1.4573783874511719
1088-3,22836,1.5403861999511719
1088-4,24388,1.6484222412109375
1089-1,24526,1.6580238342285156
1089-2,22836,1.5403861999511719
1089-3,22798,1.5377235412597656
1089-4,24564,1.6606636047363281
109-1,21640,1.4571113586425781
109-2,22600,1.5239677429199219
109-3,22758,1.5349617004394531
109-4,23216,1.5668525695800781
1090-1,24388,1.6484222412109375
1090-2,22798,1.5377235412597656
1090-3,21632,1.4565544128417969
1090-4,24392,1.6487236022949219
1091-1,24202,1.6354789733886719
1091-2,21632,1.4565544128417969
1091-3,21824,1.46990966796875
1091-4,24184,1.6342544555664062
1092-1,24072,1.626434326171875
1092-2,21824,1.46990966796875
1092-3,21960,1.479400634765625
1092-4,24072,1.6264114379882812
1093-1,24014,1.6224250793457031
1093-2,21960,1.479400634765625
1093-3,22000,1.4821624755859375
1093-4,24008,1.6220016479492188
1094-1,23918,1.6156959533691406
1094-2,22000,1.4821624755859375
1094-3,22148,1.4924774169921875
1094-4,23902,1.6146049499511719
1095-1,23714,1.6015625
1095-2,22148,1.4924774169921875
1095-3,22334,1.5053749084472656
1095-4,23706,1.6010055541992188
1096-1,23604,1.5938529968261719
1096-2,22334,1.5053749084472656
1096-3,22452,1.5136528015136719
1096-4,23594,1.5931625366210938
1097-1,23488,1.58575439453125
1097-2,22452,1.5136528015136719
1097-3,22524,1.5186767578125
1097-4,23492,1.5860443115234375
1098-1,23362,1.5769882202148438
1098-2,22524,1.5186767578125
1098-3,22654,1.5277328491210938
1098-4,23362,1.5769882202148438
1099-1,23210,1.5664291381835938
1099-2,22654,1.5277328491210938
1099-3,22810,1.5385932922363281
1099-4,23206,1.5661506652832031
11-1,22828,1.5398406982421875
11-2,22890,1.5441398620605469
11-3,24550,1.6597175598144531
11-4,22896,1.5445518493652344
110-1,21828,1.4701995849609375
110-2,22904,1.5451316833496094
110-3,21794,1.4678382873535156
110-4,22876,1.5431594848632812
1100-1,21788,1.4674263000488281
1100-2,22882,1.5435943603515625
1100-3,21784,1.4671478271484375
1100-4,22844,1.5409317016601562
1101-1,23154,1.5625076293945312
1101-2,22882,1.5435943603515625
1101-3,22750,1.5344047546386719
1101-4,23156,1.562652587890625
1102-1,23292,1.5721206665039062
1102-2,22750,1.5344047546386719
1102-3,22552,1.5206260681152344
1102-4,23294,1.5722541809082031
1103-1,23496,1.5863227844238281
1103-2,22552,1.5206260681152344
1103-3,22426,1.5118484497070312
1103-4,23494,1.5861892700195312
1104-1,23584,1.5924491882324219
1104-2,22426,1.5118484497070312
1104-3,22328,1.5050315856933594
1104-4,23582,1.5923042297363281
1105-1,23688,1.5996894836425781
1105-2,22328,1.5050315856933594
1105-3,22124,1.4908294677734375
1105-4,23686,1.5995445251464844
1106-1,23872,1.61248779296875
1106-2,22124,1.4908294677734375
1106-3,21924,1.4769172668457031
1106-4,23874,1.6126327514648438
1107-1,24094,1.6279487609863281
1107-2,21924,1.4769172668457031
1107-3,21824,1.4699325561523438
1107-4,24096,1.628082275390625
1108-1,24180,1.6339645385742188
1108-2,21824,1.4699325561523438
1108-3,21764,1.4657669067382812
1108-4,24176,1.6336860656738281
1109-1,24264,1.639801025390625
1109-2,21764,1.4657669067382812
1109-3,21632,1.4565544128417969
1109-4,24264,1.6398124694824219
111-1,23222,1.5672416687011719
111-2,22904,1.5451316833496094
111-3,22714,1.5318870544433594
111-4,23180,1.5643234252929688
1110-1,24388,1.6484222412109375
1110-2,21632,1.4565544128417969
1110-3,22790,1.5372123718261719
1110-4,24382,1.6480216979980469
1111-1,24564,1.6606636047363281
1111-2,22790,1.5372123718261719
1111-3,22862,1.5421905517578125
1111-4,24516,1.6573333740234375
1112-1,24392,1.6487236022949219
1112-2,22862,1.5421905517578125
1112-3,21634,1.4566879272460938
1112-4,24378,1.6477317810058594
1113-1,24184,1.6342544555664062
1113-2,21634,1.4566879272460938
1113-3,21830,1.4703445434570312
1113-4,24188,1.6344985961914062
1114-1,24072,1.6264114379882812
1114-2,21830,1.4703445434570312
1114-3,21954,1.4789886474609375
1114-4,24066,1.6260108947753906
1115-1,24008,1.6220016479492188
1115-2,21954,1.4789886474609375
1115-3,21980,1.4807586669921875
1115-4,24006,1.621856689453125
1116-1,23902,1.6146049499511719
1116-2,21980,1.4807586669921875
1116-3,22100,1.4891357421875
1116-4,23900,1.6144485473632812
1117-1,23706,1.6010055541992188
1117-2,22100,1.4891357421875
1117-3,22268,1.5007858276367188
1117-4,23706,1.6010055541992188
1118-1,23594,1.5931625366210938
1118-2,22268,1.5007858276367188
1118-3,22388,1.509185791015625
1118-4,23594,1.5931510925292969
1119-1,23492,1.5860443115234375
1119-2,22388,1.509185791015625
1119-3,22486,1.5160026550292969
1119-4,23488,1.58575439453125
112-1,23386,1.5786819458007812
112-2,22714,1.5318870544433594
112-3,22516,1.5181083679199219
112-4,23332,1.5749168395996094
1120-1,23362,1.5769882202148438
1120-2,22486,1.5160026550292969
1120-3,22652,1.5275764465332031
1120-4,23362,1.5769882202148438
1121-1,23206,1.5661506652832031
1121-2,22652,1.5275764465332031
1121-3,22844,1.5409317016601562
1121-4,23204,1.5660171508789062
1122-1,21784,1.4671478271484375
1122-2,22858,1.5419120788574219
1122-3,20248,1.3602027893066406
1122-4,22820,1.5392494201660156
1123-1,23156,1.562652587890625
1123-2,22858,1.5419120788574219
1123-3,22732,1.5331230163574219
1123-4,21514,1.4483451843261719
1124-1,23294,1.5722541809082031
1124-2,22732,1.5331230163574219
1124-3,22534,1.5193557739257812
1124-4,21646,1.4575462341308594
1125-1,23494,1.5861892700195312
1125-2,22534,1.5193557739257812
1125-3,22414,1.5110130310058594
1125-4,21842,1.4711799621582031
1126-1,23582,1.5923042297363281
1126-2,22414,1.5110130310058594
1126-3,22334,1.5054550170898438
1126-4,21960,1.4793891906738281
1127-1,23686,1.5995445251464844
1127-2,22334,1.5054550170898438
1127-3,22132,1.4913864135742188
1127-4,22078,1.48760986328125
1128-1,23874,1.6126327514648438
1128-2,22132,1.4913864135742188
1128-3,21938,1.4778976440429688
1128-4,22252,1.4997177124023438
1129-1,24096,1.628082275390625
1129-2,21938,1.4778976440429688
1129-3,21832,1.4704666137695312
1129-4,22424,1.5116806030273438
113-1,23574,1.5917701721191406
113-2,22516,1.5181083679199219
113-3,22396,1.509765625
113-4,23500,1.5866355895996094
1130-1,24176,1.6336860656738281
1130-2,21832,1.4704666137695312
1130-3,21790,1.4675483703613281
1130-4,22512,1.5178298950195312
1131-1,24264,1.6398124694824219
1131-2,21790,1.4675483703613281
1131-3,21666,1.4589157104492188
1131-4,22596,1.5236663818359375
1132-1,24382,1.6480216979980469
1132-2,21666,1.4589157104492188
1132-3,22858,1.5419464111328125
1132-4,22724,1.5326004028320312
1133-1,24516,1.6573333740234375
1133-2,22858,1.5419464111328125
1133-3,22796,1.5376129150390625
1133-4,22896,1.5445518493652344
1134-1,24378,1.6477317810058594
1134-2,22796,1.5376129150390625
1134-3,21594,1.4539375305175781
1134-4,22728,1.532867431640625
1135-1,24188,1.6344985961914062
1135-2,21594,1.4539375305175781
1135-3,21786,1.4672813415527344
1135-4,22558,1.5210380554199219
1136-1,24066,1.6260108947753906
1136-2,21786,1.4672813415527344
1136-3,21920,1.4766273498535156
1136-4,22452,1.5136299133300781
1137-1,24006,1.621856689453125
1137-2,21920,1.4766273498535156
1137-3,21970,1.4800796508789062
1137-4,22376,1.5083732604980469
1138-1,23900,1.6144485473632812
1138-2,21970,1.4800796508789062
1138-3,22128,1.4910964965820312
1138-4,22266,1.5006980895996094
1139-1,23706,1.6010055541992188
1139-2,22128,1.4910964965820312
1139-3,22318,1.5042610168457031
1139-4,22118,1.4904289245605469
114-1,23674,1.5987205505371094
114-2,22396,1.509765625
114-3,22298,1.5029716491699219
114-4,23602,1.5937080383300781
1140-1,23594,1.5931510925292969
1140-2,22318,1.5042610168457031
1140-3,22442,1.5129737854003906
1140-4,22016,1.4832878112792969
1141-1,23488,1.58575439453125
1141-2,22442,1.5129737854003906
1141-3,22522,1.5185317993164062
1141-4,21916,1.4763374328613281
1142-1,23362,1.5769882202148438
1142-2,22522,1.5185317993164062
1142-3,22654,1.5277214050292969
1142-4,21776,1.4665679931640625
1143-1,23204,1.5660171508789062
1143-2,22654,1.5277214050292969
1143-3,22820,1.5392494201660156
1143-4,21634,1.4566993713378906
1144-1,20248,1.3602027893066406
1144-2,22776,1.5362205505371094
1144-3,21796,1.4679946899414062
1144-4,22708,1.5314750671386719
1145-1,21514,1.4483451843261719
1145-2,22776,1.5362205505371094
1145-3,22616,1.5250701904296875
1145-4,23188,1.5648689270019531
1146-1,21646,1.4575462341308594
1146-2,22616,1.5250701904296875
1146-3,22426,1.5118370056152344
1146-4,23352,1.5763092041015625
1147-1,21842,1.4711799621582031
1147-2,22426,1.5118370056152344
1147-3,22324,1.504730224609375
1147-4,23528,1.5885734558105469
1148-1,21960,1.4793891906738281
1148-2,22324,1.504730224609375
1148-3,22226,1.4979248046875
1148-4,23626,1.5953788757324219
1149-1,22078,1.48760986328125
1149-2,22226,1.4979248046875
1149-3,22054,1.4859504699707031
1149-4,23728,1.6024627685546875
115-1,23786,1.6064834594726562
115-2,22298,1.5029716491699219
115-3,22090,1.4884796142578125
115-4,23722,1.6020278930664062
1150-1,22252,1.4997177124023438
1150-2,22054,1.4859504699707031
1150-3,21882,1.4739875793457031
1150-4,23896,1.6141586303710938
1151-1,22424,1.5116806030273438
1151-2,21882,1.4739875793457031
1151-3,21786,1.4672813415527344
1151-4,24074,1.6265449523925781
1152-1,22512,1.5178298950195312
1152-2,21786,1.4672813415527344
1152-3,21722,1.4628372192382812
1152-4,24130,1.6304664611816406
1153-1,22596,1.5236663818359375
1153-2,21722,1.4628372192382812
1153-3,21572,1.4523544311523438
1153-4,24200,1.635345458984375
1154-1,22724,1.5326004028320312
1154-2,21572,1.4523544311523438
1154-3,22744,1.5339813232421875
1154-4,24350,1.6457939147949219
1155-1,22896,1.5445518493652344
1155-2,22744,1.5339813232421875
1155-3,22846,1.5410537719726562
1155-4,24500,1.6562423706054688
1156-1,22728,1.532867431640625
1156-2,22846,1.5410537719726562
1156-3,21628,1.4562759399414062
1156-4,24352,1.6459388732910156
1157-1,22558,1.5210380554199219
1157-2,21628,1.4562759399414062
1157-3,21794,1.4678611755371094
1157-4,24200,1.6353340148925781
1158-1,22452,1.5136299133300781
1158-2,21794,1.4678611755371094
1158-3,21882,1.4740104675292969
1158-4,24100,1.6283493041992188
1159-1,22376,1.5083732604980469
1159-2,21882,1.4740104675292969
1159-3,21950,1.4786872863769531
1159-4,24018,1.6226692199707031
116-1,23964,1.6188926696777344
116-2,22090,1.4884796142578125
116-3,21922,1.4767837524414062
116-4,23918,1.6156959533691406
1160-1,22266,1.5006980895996094
1160-2,21950,1.4786872863769531
1160-3,22078,1.4876213073730469
1160-4,23872,1.6124992370605469
1161-1,22118,1.4904289245605469
1161-2,22078,1.4876213073730469
1161-3,22232,1.4983024597167969
1161-4,23666,1.5982093811035156
1162-1,22016,1.4832878112792969
1162-2,22232,1.4983024597167969
1162-3,22318,1.5043182373046875
1162-4,23558,1.5906448364257812
1163-1,21916,1.4763374328613281
1163-2,22318,1.5043182373046875
1163-3,22402,1.5101547241210938
1163-4,23474,1.584808349609375
1164-1,21776,1.4665679931640625
1164-2,22402,1.5101547241210938
1164-3,22542,1.5199356079101562
1164-4,23336,1.5751838684082031
1165-1,21634,1.4566993713378906
1165-2,22542,1.5199356079101562
1165-3,22708,1.5314750671386719
1165-4,23174,1.563934326171875
1166-1,21796,1.4679946899414062
1166-2,22858,1.5419235229492188
1166-3,21754,1.4650535583496094
1166-4,22846,1.5410652160644531
1167-1,23188,1.5648689270019531
1167-2,22858,1.5419235229492188
1167-3,22696,1.5306396484375
1167-4,23146,1.56195068359375
1168-1,23352,1.5763092041015625
1168-2,22696,1.5306396484375
1168-3,22480,1.5156021118164062
1168-4,23294,1.5722770690917969
1169-1,23528,1.5885734558105469
1169-2,22480,1.5156021118164062
1169-3,22360,1.5072593688964844
1169-4,23464,1.5841293334960938
117-1,24104,1.6286392211914062
117-2,21922,1.4767837524414062
117-3,21886,1.4742546081542969
117-4,24086,1.62738037109375
1170-1,23626,1.5953788757324219
1170-2,22360,1.5072593688964844
1170-3,22266,1.500732421875
1170-4,23558,1.5906448364257812
1171-1,23728,1.6024627685546875
1171-2,22266,1.500732421875
1171-3,22090,1.4884796142578125
1171-4,23674,1.5987091064453125
1172-1,23896,1.6141586303710938
1172-2,22090,1.4884796142578125
1172-3,21908,1.4758148193359375
1172-4,23852,1.6110954284667969
1173-1,24074,1.6265449523925781
1173-2,21908,1.4758148193359375
1173-3,21854,1.4720268249511719
1173-4,24040,1.6241836547851562
1174-1,24130,1.6304664611816406
1174-2,21854,1.4720268249511719
1174-3,21798,1.4681167602539062
1174-4,24098,1.6282615661621094
1175-1,24200,1.635345458984375
1175-2,21798,1.4681167602539062
1175-3,21644,1.4574127197265625
1175-4,24180,1.633941650390625
1176-1,24350,1.6457939147949219
1176-2,21644,1.4574127197265625
1176-3,22824,1.5395622253417969
1176-4,24340,1.64508056640625
1177-1,24500,1.6562423706054688
1177-2,22824,1.5395622253417969
1177-3,22792,1.5373001098632812
1177-4,24538,1.6588706970214844
1178-1,24352,1.6459388732910156
1178-2,22792,1.5373001098632812
1178-3,21610,1.45501708984375
1178-4,24370,1.6471977233886719
1179-1,24200,1.6353340148925781
1179-2,21610,1.45501708984375
1179-3,21766,1.4658775329589844
1179-4,24206,1.6357688903808594
118-1,24168,1.63311767578125
118-2,21886,1.4742546081542969
118-3,21846,1.4714584350585938
118-4,24140,1.6311912536621094
1180-1,24100,1.6283493041992188
1180-2,21766,1.4658775329589844
1180-3,21862,1.4725837707519531
1180-4,24100,1.6283378601074219
1181-1,24018,1.6226692199707031
1181-2,21862,1.4725837707519531
1181-3,21942,1.478118896484375
1181-4,24012,1.6222572326660156
1182-1,23872,1.6124992370605469
1182-2,21942,1.478118896484375
1182-3,22094,1.4887351989746094
1182-4,23866,1.6120986938476562
1183-1,23666,1.5982093811035156
1183-2,22094,1.4887351989746094
1183-3,22304,1.5033035278320312
1183-4,23658,1.5976409912109375
1184-1,23558,1.5906448364257812
1184-2,22304,1.5033035278320312
1184-3,22408,1.510589599609375
1184-4,23550,1.5900764465332031
