node_id,packet_count,traffic_size_mb,orbit,sat_id
185,90164,6.0793609619140625,8,9
186,91420,6.166847229003906,8,10
187,93000,6.276821136474609,8,11
188,91484,6.171268463134766,8,12
189,90030,6.070037841796875,8,13
190,90080,6.073513031005859,8,14
191,90162,6.079261779785156,8,15
192,90170,6.079784393310547,8,16
193,90130,6.077068328857422,8,17
194,90142,6.0778350830078125,8,18
195,90124,6.076610565185547,8,19
196,90126,6.076709747314453,8,20
197,90130,6.077022552490234,8,21
198,89232,6.014488220214844,9,0
199,91850,6.196754455566406,9,1
200,91814,6.194248199462891,9,2
201,91880,6.198860168457031,9,3
202,91858,6.1973114013671875,9,4
203,91760,6.1905059814453125,9,5
204,91732,6.188579559326172,9,6
205,91782,6.192054748535156,9,7
206,91798,6.193180084228516,9,8
207,91760,6.190483093261719,9,9
208,93118,6.285087585449219,9,10
209,94658,6.392253875732422,9,11
210,93124,6.2854766845703125,9,12
211,91760,6.190460205078125,9,13
212,91792,6.192710876464844,9,14
213,91812,6.194126129150391,9,15
214,91796,6.1929779052734375,9,16
215,91758,6.190349578857422,9,17
216,91792,6.1926422119140625,9,18
217,91788,6.192420959472656,9,19
218,91742,6.1892242431640625,9,20
219,91750,6.189815521240234,9,21
220,89156,6.009174346923828,10,0
221,91738,6.188945770263672,10,1
222,91672,6.184379577636719,10,2
223,91748,6.189659118652344,10,3
224,91750,6.189746856689453,10,4
225,91708,6.186840057373047,10,5
226,91750,6.1898040771484375,10,6
227,91864,6.197723388671875,10,7
228,91898,6.200107574462891,10,8
229,91834,6.195606231689453,10,9
230,93100,6.283805847167969,10,10
231,94662,6.3925323486328125,10,11
232,93156,6.287693023681641,10,12
233,91720,6.1876983642578125,10,13
234,91790,6.192588806152344,10,14
235,91838,6.195976257324219,10,15
236,91814,6.194282531738281,10,16
237,91756,6.1902618408203125,10,17
238,91772,6.191307067871094,10,18
239,91782,6.1920318603515625,10,19
240,91750,6.189781188964844,10,20
241,91770,6.191196441650391,10,21
242,87530,5.896015167236328,11,0
243,90122,6.076465606689453,11,1
244,90128,6.076877593994141,11,2
245,90242,6.084819793701172,11,3
246,90234,6.0842742919921875,11,4
247,90120,6.076320648193359,11,5
248,90104,6.075206756591797,11,6
249,90190,6.081165313720703,11,7
250,90254,6.08563232421875,11,8
251,90196,6.081577301025391,11,9
252,91518,6.173675537109375,11,10
253,93032,6.279048919677734,11,11
254,91516,6.1735076904296875,11,12
255,90160,6.079093933105469,11,13
256,90206,6.0822906494140625,11,14
257,90256,6.0858001708984375,11,15
258,90268,6.086601257324219,11,16
259,90228,6.083885192871094,11,17
260,90218,6.083126068115234,11,18
261,90174,6.080108642578125,11,19
262,90120,6.076320648193359,11,20
263,90136,6.077480316162109,11,21
264,87574,5.899078369140625,12,0
265,90106,6.075340270996094,12,1
266,90096,6.0746612548828125,12,2
267,90184,6.080776214599609,12,3
268,90200,6.081890106201172,12,4
269,90150,6.078403472900391,12,5
270,90204,6.082202911376953,12,6
271,90274,6.0870361328125,12,7
272,90264,6.086357116699219,12,8
273,90196,6.081600189208984,12,9
274,91514,6.1733856201171875,12,10
275,93146,6.286979675292969,12,11
276,91676,6.184623718261719,12,12
277,90194,6.0814666748046875,12,13
278,90180,6.080486297607422,12,14
279,90184,6.080810546875,12,15
280,90108,6.075439453125,12,16
281,90048,6.071342468261719,12,17
282,90108,6.075428009033203,12,18
283,90150,6.078392028808594,12,19
284,90164,6.0793609619140625,12,20
285,90176,6.080242156982422,12,21
286,89366,6.023811340332031,13,0
287,91974,6.205375671386719,13,1
288,91888,6.199405670166016,13,2
289,91942,6.203159332275391,13,3
290,91984,6.206111907958984,13,4
291,91926,6.202068328857422,13,5
292,91918,6.201534271240234,13,6
293,91974,6.205364227294922,13,7
294,91964,6.204685211181641,13,8
295,91896,6.199962615966797,13,9
296,93212,6.291637420654297,13,10
297,94686,6.394248962402344,13,11
298,93148,6.287136077880859,13,12
299,91800,6.193267822265625,13,13
300,91874,6.19842529296875,13,14
301,91952,6.203929901123047,13,15
302,91902,6.2003631591796875,13,16
303,91852,6.196933746337891,13,17
304,91874,6.198390960693359,13,18
305,91874,6.19842529296875,13,19
306,91868,6.197990417480469,13,20
307,91884,6.199092864990234,13,21
308,89228,6.014232635498047,14,0
309,91852,6.196887969970703,14,1
310,91806,6.193714141845703,14,2
311,91884,6.199104309082031,14,3
312,91902,6.200374603271484,14,4
313,91788,6.192420959472656,14,5
314,91782,6.192043304443359,14,6
315,91842,6.196140289306641,14,7
316,91874,6.1983795166015625,14,8
317,91866,6.197834014892578,14,9
318,93182,6.289508819580078,14,10
319,94794,6.4017333984375,14,11
320,93332,6.299922943115234,14,12
321,91884,6.199115753173828,14,13
322,91906,6.200653076171875,14,14
323,91934,6.202659606933594,14,15
324,91852,6.196876525878906,14,16
325,91810,6.1940155029296875,14,17
326,91870,6.1981353759765625,14,18
327,91872,6.198337554931641,14,19
328,91856,6.197200775146484,14,20
329,91866,6.1978912353515625,14,21
330,87658,5.904949188232422,15,0
331,90126,6.076744079589844,15,1
332,90082,6.073692321777344,15,2
333,90180,6.080509185791016,15,3
334,90220,6.083305358886719,15,4
335,90176,6.080219268798828,15,5
336,90230,6.083995819091797,15,6
337,90318,6.090076446533203,15,7
338,90316,6.0899658203125,15,8
339,90236,6.084384918212891,15,9
340,91564,6.176872253417969,15,10
341,93090,6.2830810546875,15,11
342,91584,6.178230285644531,15,12
343,90198,6.081722259521484,15,13
344,90230,6.083950042724609,15,14
345,90292,6.088329315185547,15,15
346,90274,6.087024688720703,15,16
347,90244,6.085010528564453,15,17
348,90294,6.088382720947266,15,18
349,90328,6.090789794921875,15,19
350,90332,6.091045379638672,15,20
351,90338,6.091514587402344,15,21
352,87556,5.897796630859375,16,0
353,90192,6.081310272216797,16,1
354,90192,6.0813446044921875,16,2
355,90228,6.083850860595703,16,3
356,90214,6.0828704833984375,16,4
357,90168,6.07965087890625,16,5
358,90200,6.081912994384766,16,6
359,90284,6.087703704833984,16,7
360,90282,6.087604522705078,16,8
361,90244,6.084941864013672,16,9
362,91578,6.177886962890625,16,10
363,93150,6.287281036376953,16,11
364,91638,6.182018280029297,16,12
365,90204,6.0821685791015625,16,13
366,90296,6.08856201171875,16,14
367,90358,6.092929840087891,16,15
368,90286,6.087848663330078,16,16
369,90192,6.081378936767578,16,17
370,90194,6.0814208984375,16,18
371,90178,6.080364227294922,16,19
372,90090,6.074192047119141,16,20
373,90052,6.071575164794922,16,21
374,89302,6.019355773925781,17,0
375,91940,6.2030029296875,17,1
376,91948,6.203571319580078,17,2
377,92004,6.207435607910156,17,3
378,92010,6.207881927490234,17,4
379,91928,6.202190399169922,17,5
380,91874,6.1984710693359375,17,6
381,91972,6.205207824707031,17,7
382,92016,6.208316802978516,17,8
383,91996,6.206912994384766,17,9
384,93358,6.301795959472656,17,10
385,94848,6.405452728271484,17,11
386,93274,6.295890808105469,17,12
387,91876,6.198570251464844,17,13
388,91886,6.199283599853516,17,14
389,91906,6.200721740722656,17,15
390,91874,6.198402404785156,17,16
391,91876,6.198627471923828,17,17
392,91938,6.202869415283203,17,18
393,91946,6.203495025634766,17,19
394,91902,6.200374603271484,17,20
395,91888,6.1994171142578125,17,21
396,89290,6.0185546875,18,0
397,91924,6.201946258544922,18,1
398,91900,6.200275421142578,18,2
399,91924,6.201923370361328,18,3
400,91920,6.201633453369141,18,4
401,91872,6.198280334472656,18,5
402,91876,6.198581695556641,18,6
403,91986,6.2061767578125,18,7
404,91976,6.2055206298828125,18,8
405,91896,6.199928283691406,18,9
406,93176,6.2891082763671875,18,10
407,94746,6.398334503173828,18,11
408,93280,6.296257019042969,18,12
409,91890,6.199527740478516,18,13
410,91976,6.205532073974609,18,14
411,92030,6.209342956542969,18,15
412,91984,6.2060546875,18,16
413,91932,6.2025146484375,18,17
414,91960,6.204372406005859,18,18
415,91940,6.2030487060546875,18,19
416,91872,6.198268890380859,18,20
417,91882,6.199005126953125,18,21
418,87690,5.907142639160156,19,0
419,90276,6.087169647216797,19,1
420,90264,6.086334228515625,19,2
421,90276,6.0872039794921875,19,3
422,90240,6.084709167480469,19,4
423,90138,6.077602386474609,19,5
424,90134,6.077335357666016,19,6
425,90234,6.084239959716797,19,7
426,90256,6.085788726806641,19,8
427,90262,6.086200714111328,19,9
428,91690,6.185649871826172,19,10
429,93184,6.289619445800781,19,11
430,91616,6.18048095703125,19,12
431,90234,6.084251403808594,19,13
432,90302,6.088962554931641,19,14
433,90368,6.093597412109375,19,15
434,90316,6.089908599853516,19,16
435,90264,6.0863800048828125,19,17
436,90300,6.08880615234375,19,18
437,90310,6.089565277099609,19,19
438,90272,6.086891174316406,19,20
439,90276,6.0872039794921875,19,21
440,87604,5.901149749755859,20,0
441,90132,6.077144622802734,20,1
442,90074,6.073101043701172,20,2
443,90140,6.0777130126953125,20,3
444,90198,6.081733703613281,20,4
445,90186,6.080898284912109,20,5
446,90210,6.082614898681641,20,6
447,90244,6.084941864013672,20,7
448,90238,6.084541320800781,20,8
449,90222,6.083381652832031,20,9
450,91566,6.1770172119140625,20,10
451,93128,6.285709381103516,20,11
452,91606,6.179767608642578,20,12
453,90198,6.081733703613281,20,13
454,90252,6.085533142089844,20,14
455,90278,6.087360382080078,20,15
456,90198,6.081733703613281,20,16
457,90170,6.079841613769531,20,17
458,90274,6.0869903564453125,20,18
459,90280,6.087471008300781,20,19
460,90212,6.082714080810547,20,20
461,90156,6.078838348388672,20,21
462,89344,6.022308349609375,21,0
463,91958,6.204296112060547,21,1
464,91870,6.1981353759765625,21,2
465,91912,6.201087951660156,21,3
466,91912,6.201087951660156,21,4
467,91864,6.197734832763672,21,5
468,91878,6.198680877685547,21,6
469,91938,6.202823638916016,21,7
470,91958,6.204250335693359,21,8
471,91908,6.200775146484375,21,9
472,93242,6.293708801269531,21,10
473,94764,6.399616241455078,21,11
474,93262,6.295078277587891,21,12
475,91934,6.2025909423828125,21,13
476,91976,6.205532073974609,21,14
477,91996,6.206935882568359,21,15
478,91922,6.201755523681641,21,16
479,91850,6.1968231201171875,21,17
480,91874,6.198448181152344,21,18
481,91840,6.196109771728516,21,19
482,91818,6.1945037841796875,21,20
483,91836,6.195808410644531,21,21
484,89282,6.017974853515625,22,0
485,91870,6.198169708251953,22,1
486,91798,6.193134307861328,22,2
487,91890,6.199562072753906,22,3
488,91916,6.201377868652344,22,4
489,91868,6.198047637939453,22,5
490,91876,6.198581695556641,22,6
491,91920,6.201622009277344,22,7
492,91930,6.202335357666016,22,8
493,91886,6.199249267578125,22,9
494,93204,6.291046142578125,22,10
495,94780,6.40069580078125,22,11
496,93272,6.295734405517578,22,12
497,91816,6.1943817138671875,22,13
498,91844,6.196342468261719,22,14
499,91882,6.198982238769531,22,15
500,91872,6.198234558105469,22,16
501,91860,6.197490692138672,22,17
502,91958,6.204250335693359,22,18
503,91968,6.204998016357422,22,19
504,91932,6.202434539794922,22,20
505,91900,6.200252532958984,22,21
506,87694,5.907421112060547,23,0
507,90280,6.087459564208984,23,1
508,90208,6.082447052001953,23,2
509,90252,6.085521697998047,23,3
510,90268,6.086635589599609,23,4
511,90268,6.0866241455078125,23,5
512,90270,6.086780548095703,23,6
513,90282,6.087604522705078,23,7
514,90240,6.084697723388672,23,8
515,90166,6.07952880859375,23,9
516,91548,6.175792694091797,23,10
517,93068,6.28155517578125,23,11
518,91548,6.175769805908203,23,12
519,90244,6.084941864013672,23,13
520,90346,6.092037200927734,23,14
521,90392,6.0952911376953125,23,15
522,90312,6.089664459228516,23,16
523,90254,6.0856781005859375,23,17
524,90334,6.091156005859375,23,18
525,90368,6.093574523925781,23,19
526,90336,6.091312408447266,23,20
527,90294,6.08843994140625,23,21
528,87546,5.897106170654297,24,0
529,90086,6.073947906494141,24,1
530,89988,6.067131042480469,24,2
531,90028,6.069915771484375,24,3
532,90056,6.071865081787109,24,4
533,90008,6.068500518798828,24,5
534,90020,6.069347381591797,24,6
535,90112,6.075717926025391,24,7
536,90178,6.080341339111328,24,8
537,90182,6.080608367919922,24,9
538,91488,6.171592712402344,24,10
539,93018,6.2780914306640625,24,11
540,91512,6.1732177734375,24,12
541,90112,6.075752258300781,24,13
542,90134,6.077301025390625,24,14
543,90138,6.077602386474609,24,15
544,90060,6.072120666503906,24,16
545,90058,6.072055816650391,24,17
546,90128,6.076854705810547,24,18
547,90086,6.0739593505859375,24,19
548,90028,6.069915771484375,24,20
549,90050,6.071453094482422,24,21
550,89178,6.010791778564453,25,0
551,91802,6.193447113037109,25,1
552,91736,6.188812255859375,25,2
553,91806,6.193714141845703,25,3
554,91856,6.197212219238281,25,4
555,91778,6.191764831542969,25,5
556,91746,6.189537048339844,25,6
557,91776,6.191585540771484,25,7
558,91782,6.192008972167969,25,8
559,91778,6.191730499267578,25,9
560,93134,6.2861328125,25,10
561,94624,6.3898468017578125,25,11
562,93086,6.282779693603516,25,12
563,91710,6.187007904052734,25,13
564,91748,6.189624786376953,25,14
565,91812,6.1941375732421875,25,15
566,91782,6.192008972167969,25,16
567,91784,6.192222595214844,25,17
568,91834,6.195606231689453,25,18
569,91806,6.193691253662109,25,19
570,91740,6.1891021728515625,25,20
571,91698,6.186206817626953,25,21
572,89168,6.0100555419921875,26,0
573,91826,6.1950836181640625,26,1
574,91752,6.1899261474609375,26,2
575,91776,6.191619873046875,26,3
576,91788,6.192455291748047,26,4
577,91690,6.185604095458984,26,5
578,91694,6.185905456542969,26,6
579,91782,6.192020416259766,26,7
580,91810,6.1940155029296875,26,8
581,91780,6.1919097900390625,26,9
582,93066,6.281444549560547,26,10
583,94610,6.388923645019531,26,11
584,93124,6.285442352294922,26,12
585,91720,6.187709808349609,26,13
586,91780,6.191864013671875,26,14
587,91812,6.1941375732421875,26,15
588,91722,6.187808990478516,26,16
589,91686,6.185394287109375,26,17
590,91724,6.187908172607422,26,18
591,91718,6.187519073486328,26,19
592,91714,6.187252044677734,26,20
593,91738,6.188968658447266,26,21
594,87626,5.902687072753906,27,0
595,90190,6.081165313720703,27,1
596,90120,6.076297760009766,27,2
597,90158,6.078971862792969,27,3
598,90198,6.081768035888672,27,4
599,90144,6.0780029296875,27,5
600,90120,6.07635498046875,27,6
601,90166,6.079494476318359,27,7
602,90206,6.0822906494140625,27,8
603,90218,6.083103179931641,27,9
604,91546,6.175636291503906,27,10
605,92976,6.275173187255859,27,11
606,91398,6.165309906005859,27,12
607,90032,6.0702056884765625,27,13
608,90106,6.075340270996094,27,14
609,90166,6.079551696777344,27,15
610,90150,6.078392028808594,27,16
611,90194,6.081523895263672,27,17
612,90298,6.088672637939453,27,18
613,90284,6.087760925292969,27,19
614,90206,6.082302093505859,27,20
615,90196,6.081611633300781,27,21
616,87674,5.906063079833984,28,0
617,90210,6.082603454589844,28,1
618,90146,6.078159332275391,28,2
619,90246,6.085109710693359,28,3
620,90292,6.088306427001953,28,4
621,90220,6.083271026611328,28,5
622,90190,6.081211090087891,28,6
623,90272,6.086856842041016,28,7
624,90296,6.088584899902344,28,8
625,90214,6.08282470703125,28,9
626,91502,6.172538757324219,28,10
627,93110,6.284450531005859,28,11
628,91664,6.18377685546875,28,12
629,90308,6.089408874511719,28,13
630,90348,6.092205047607422,28,14
631,90338,6.0915374755859375,28,15
632,90286,6.087848663330078,28,16
633,90240,6.084720611572266,28,17
634,90272,6.086856842041016,28,18
635,90242,6.084819793701172,28,19
636,90186,6.080909729003906,28,20
637,90206,6.082359313964844,28,21
638,89442,6.029102325439453,29,0
639,92046,6.21038818359375,29,1
640,91970,6.205131530761719,29,2
641,92002,6.2073822021484375,29,3
642,91992,6.206703186035156,29,4
643,91936,6.2027587890625,29,5
644,91934,6.20263671875,29,6
645,92024,6.2088623046875,29,7
646,92058,6.211280822753906,29,8
647,91982,6.205955505371094,29,9
648,93310,6.298431396484375,29,10
649,94824,6.403804779052734,29,11
650,93268,6.295478820800781,29,12
651,91956,6.204128265380859,29,13
652,92010,6.20782470703125,29,14
653,92026,6.209007263183594,29,15
654,91956,6.204105377197266,29,16
655,91908,6.200855255126953,29,17
656,91984,6.206031799316406,29,18
657,92020,6.208606719970703,29,19
658,91994,6.206779479980469,29,20
659,92012,6.208072662353516,29,21
660,89258,6.016269683837891,30,0
661,91910,6.200874328613281,30,1
662,91908,6.200786590576172,30,2
663,92002,6.207359313964844,30,3
664,92034,6.209587097167969,30,4
665,91986,6.206199645996094,30,5
666,91980,6.205821990966797,30,6
667,92026,6.208984375,30,7
668,92010,6.207916259765625,30,8
669,91926,6.202022552490234,30,9
670,93234,6.293140411376953,30,10
671,94834,6.404518127441406,30,11
672,93332,6.299957275390625,30,12
673,91962,6.204597473144531,30,13
674,91986,6.206233978271484,30,14
675,92002,6.2073822021484375,30,15
676,91958,6.204250335693359,30,16
677,91926,6.2021026611328125,30,17
678,91998,6.206989288330078,30,18
679,91984,6.206077575683594,30,19
680,91886,6.199237823486328,30,20
681,91876,6.198581695556641,30,21
682,87814,5.915775299072266,31,0
683,90330,6.090934753417969,31,1
684,90240,6.084674835205078,31,2
685,90300,6.0888519287109375,31,3
686,90340,6.091636657714844,31,4
687,90288,6.087993621826172,31,5
688,90270,6.086769104003906,31,6
689,90342,6.091747283935547,31,7
690,90388,6.094989776611328,31,8
691,90330,6.090934753417969,31,9
692,91656,6.183300018310547,31,10
693,93144,6.286846160888672,31,11
694,91640,6.182140350341797,31,12
695,90350,6.092327117919922,31,13
696,90356,6.0927276611328125,31,14
697,90326,6.090702056884766,31,15
698,90236,6.0843963623046875,31,16
699,90204,6.082237243652344,31,17
700,90274,6.087013244628906,31,18
701,90290,6.088172912597656,31,19
702,90290,6.0881500244140625,31,20
703,90388,6.094989776611328,31,21
704,87708,5.908390045166016,32,0
705,90232,6.084117889404297,32,1
706,90202,6.0820465087890625,32,2
707,90288,6.088062286376953,32,3
708,90298,6.0887298583984375,32,4
709,90208,6.08245849609375,32,5
710,90202,6.082035064697266,32,6
711,90330,6.090911865234375,32,7
712,90382,6.094554901123047,32,8
713,90318,6.090087890625,32,9
714,91574,6.177574157714844,32,10
715,93138,6.2864227294921875,32,11
716,91658,6.183376312255859,32,12
717,90196,6.0815887451171875,32,13
718,90190,6.081165313720703,32,14
719,90246,6.085109710693359,32,15
720,90254,6.085620880126953,32,16
721,90262,6.0862579345703125,32,17
722,90276,6.087146759033203,32,18
723,90246,6.0850982666015625,32,19
724,90216,6.082981109619141,32,20
725,90236,6.084407806396484,32,21
726,89404,6.026462554931641,33,0
727,92038,6.209842681884766,33,1
728,91998,6.207057952880859,33,2
729,92050,6.210700988769531,33,3
730,92048,6.210544586181641,33,4
731,91964,6.2046966552734375,33,5
732,91944,6.203327178955078,33,6
733,91988,6.206401824951172,33,7
734,91974,6.205432891845703,33,8
735,91934,6.202613830566406,33,9
736,93274,6.295936584472656,33,10
737,94840,6.404918670654297,33,11
738,93328,6.299678802490234,33,12
739,91944,6.203281402587891,33,13
740,91982,6.2059326171875,33,14
741,92004,6.2075042724609375,33,15
742,91966,6.204807281494141,33,16
743,91956,6.204151153564453,33,17
744,91976,6.205440521240234,33,18
745,91986,6.206211090087891,33,19
746,91938,6.202869415283203,33,20
747,91914,6.20123291015625,33,21
748,89330,6.021282196044922,34,0
749,91946,6.203426361083984,34,1
750,91886,6.199260711669922,34,2
751,91924,6.201911926269531,34,3
752,91920,6.20159912109375,34,4
753,91874,6.198390960693359,34,5
754,91926,6.202045440673828,34,6
755,92044,6.210254669189453,34,7
756,92078,6.212650299072266,34,8
757,92016,6.208282470703125,34,9
758,93286,6.296772003173828,34,10
759,94864,6.406589508056641,34,11
760,93352,6.301338195800781,34,12
761,91900,6.200229644775391,34,13
762,91954,6.204006195068359,34,14
763,92006,6.207683563232422,34,15
764,91976,6.205554962158203,34,16
765,91950,6.203773498535156,34,17
766,91952,6.203826904296875,34,18
767,91966,6.204841613769531,34,19
768,91930,6.202312469482422,34,20
769,91926,6.202056884765625,34,21
770,87666,5.905483245849609,35,0
771,90258,6.085933685302734,35,1
772,90248,6.085231781005859,35,2
773,90352,6.092472076416016,35,3
774,90372,6.093875885009766,35,4
775,90282,6.087615966796875,35,5
776,90246,6.0850982666015625,35,6
777,90336,6.0913238525390625,35,7
778,90378,6.094264984130859,35,8
779,90326,6.0906219482421875,35,9
780,91654,6.183132171630859,35,10
781,93168,6.288505554199219,35,11
782,91654,6.1831207275390625,35,12
783,90296,6.08856201171875,35,13
784,90348,6.092170715332031,35,14
785,90386,6.094844818115234,35,15
786,90372,6.093841552734375,35,16
787,90362,6.093219757080078,35,17
788,90358,6.092872619628906,35,18
789,90318,6.090145111083984,35,19
790,90242,6.084831237792969,35,20
791,90246,6.085132598876953,35,21
792,87780,5.913402557373047,36,0
793,90298,6.08868408203125,36,1
794,90300,6.088817596435547,36,2
795,90406,6.096202850341797,36,3
796,90418,6.097026824951172,36,4
797,90370,6.093685150146484,36,5
798,90422,6.097328186035156,36,6
799,90522,6.104255676269531,36,7
800,90514,6.103721618652344,36,8
801,90434,6.098140716552734,36,9
802,91782,6.192020416259766,36,10
803,93392,6.304065704345703,36,11
804,91920,6.201587677001953,36,12
805,90454,6.099544525146484,36,13
806,90440,6.098575592041016,36,14
807,90442,6.0987548828125,36,15
808,90342,6.09173583984375,36,16
809,90272,6.0869140625,36,17
810,90324,6.090442657470703,36,18
811,90362,6.093116760253906,36,19
812,90382,6.0944976806640625,36,20
